,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Theme
2876,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2877,2.94,2.94,0.0,4.8611,194.0,No,No,Rustic
2878,24.99,24.99,0.0,5.0,16.0,No,No,Rustic
2879,3.15,3.15,0.0,4.7692,216.0,Yes,No,Rustic
2880,100.0,100.0,0.0,5.0,48.0,Yes,No,Rustic
2881,7.64,8.99,15.0,4.8938,3750.0,No,No,Rustic
2882,10.85,18.09,40.0,4.7222,21.0,No,No,Rustic
2883,23.31,23.31,0.0,5.0,2.0,No,No,Rustic
2884,13.8,18.4,25.0,4.9583,2589.0,No,No,Rustic
2885,2.09,2.09,0.0,4.9444,90.0,Yes,No,Rustic
2886,140.0,140.0,0.0,4.7826,1219.0,No,No,Rustic
2887,4.7,4.7,0.0,4.9346,920.0,Yes,No,Rustic
2888,2.87,2.87,0.0,4.9847,1617.0,No,No,Rustic
2889,10.35,13.8,25.0,4.7333,15.0,No,No,Rustic
2890,60.0,60.0,0.0,4.7673,645.0,Yes,No,Rustic
2891,19.8,19.8,0.0,5.0,117.0,Yes,No,Rustic
2892,9.79,13.99,30.0,4.9444,2012.0,No,No,Rustic
2893,15.87,15.87,0.0,5.0,104.0,Yes,No,Rustic
2894,8.0,8.0,0.0,4.9767,108.0,No,No,Rustic
2895,35.0,35.0,0.0,5.0,17.0,No,No,Rustic
2896,7.96,9.95,20.0,4.9574,195.0,No,No,Rustic
2897,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Rustic
2898,15.0,15.0,0.0,4.971,512.0,Yes,No,Rustic
2899,4.75,4.75,0.0,,,Yes,No,Rustic
2900,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Rustic
2901,12.5,12.5,0.0,4.8571,132.0,No,No,Rustic
2902,20.64,20.64,0.0,5.0,258.0,Yes,No,Rustic
2903,10.0,10.0,0.0,5.0,1970.0,Yes,No,Rustic
2904,2.16,2.16,0.0,5.0,87.0,No,No,Rustic
2905,1.3,1.44,10.0,4.9555,527.0,No,No,Rustic
2906,12.22,17.46,30.0,5.0,11.0,No,No,Rustic
2907,483.4,483.4,0.0,4.973,1803.0,Yes,No,Rustic
2908,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
2909,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2910,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
2911,3.68,3.68,0.0,,,No,No,Rustic
2912,10.0,10.0,0.0,5.0,733.0,Yes,No,Rustic
2913,16.11,23.02,30.0,4.9715,2082.0,No,No,Rustic
2914,1.8,1.8,0.0,5.0,3.0,No,No,Rustic
2915,18.0,18.0,0.0,5.0,220.0,Yes,No,Rustic
2916,25.0,25.0,0.0,5.0,9.0,Yes,No,Rustic
2917,20.0,20.0,0.0,4.5,14.0,No,No,Rustic
2918,1.65,3.3,50.0,4.9063,768.0,No,No,Rustic
2919,20.0,20.0,0.0,4.5,14.0,No,No,Rustic
2920,20.0,20.0,0.0,4.5,14.0,No,No,Rustic
2921,20.0,20.0,0.0,4.5,14.0,No,No,Rustic
2922,20.0,20.0,0.0,4.5,14.0,No,No,Rustic
2923,2.0,2.0,0.0,,,Yes,No,Rustic
2924,3.5,3.5,0.0,5.0,9.0,Yes,No,Rustic
2925,168.75,168.75,0.0,4.7826,1219.0,Yes,No,Rustic
2926,13.8,23.0,40.0,4.9571,942.0,No,No,Rustic
2927,15.87,15.87,0.0,5.0,117.0,Yes,No,Rustic
2928,3.6,3.6,0.0,5.0,21.0,No,No,Rustic
2929,5.0,5.0,0.0,5.0,9.0,Yes,No,Rustic
2930,65.0,65.0,0.0,4.9306,1285.0,Yes,No,Rustic
2931,5.25,5.25,0.0,4.9275,256.0,No,No,Rustic
2932,4.2,4.2,0.0,,,Yes,No,Rustic
2933,2.5,2.5,0.0,4.8803,261.0,No,No,Rustic
2934,10.8,12.0,10.0,4.9103,3565.0,No,No,Rustic
2935,35.0,35.0,0.0,4.7586,1766.0,Yes,No,Rustic
2936,15.0,15.0,0.0,4.7586,1766.0,Yes,No,Rustic
2937,9.5,9.5,0.0,4.9855,1024.0,No,No,Rustic
2938,5.0,5.0,0.0,4.9658,1287.0,Yes,No,Rustic
2939,45.0,50.0,10.0,4.9545,953.0,Yes,No,Rustic
2940,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2941,6.49,6.49,0.0,4.9841,252.0,Yes,No,Rustic
2942,65.0,65.0,0.0,5.0,13.0,Yes,No,Rustic
2943,10.19,11.99,15.0,4.8938,3750.0,No,No,Rustic
2944,16.11,23.02,30.0,4.9715,2082.0,No,No,Rustic
2945,2.09,2.09,0.0,4.9444,90.0,Yes,No,Rustic
2946,3.8,3.8,0.0,4.8937,1241.0,Yes,No,Rustic
2947,6.81,6.81,0.0,,,No,No,Rustic
2948,3.8,3.8,0.0,4.8937,1241.0,Yes,No,Rustic
2949,25.0,25.0,0.0,4.9243,2362.0,Yes,No,Rustic
2950,11.9,11.9,0.0,4.918,603.0,No,No,Rustic
2951,20.0,20.0,0.0,4.9243,2362.0,Yes,No,Rustic
2952,11.04,12.99,15.0,4.8938,3750.0,No,No,Rustic
2953,43.65,43.65,0.0,5.0,1437.0,Yes,No,Rustic
2954,35.0,35.0,0.0,5.0,17.0,No,No,Rustic
2955,1.99,3.98,50.0,4.9063,768.0,No,No,Rustic
2956,8.33,11.9,30.0,4.9715,2082.0,No,No,Rustic
2957,6.5,6.5,0.0,4.9895,2254.0,No,No,Rustic
2958,6.0,6.0,0.0,5.0,8.0,No,No,Rustic
2959,21.39,21.39,0.0,4.8867,4741.0,Yes,No,Rustic
2960,2.38,3.97,40.0,4.8,47.0,No,No,Rustic
2961,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2962,2.2,2.2,0.0,2.9481,115.0,Yes,No,Rustic
2963,5.0,5.0,0.0,4.875,61.0,Yes,No,Rustic
2964,7.0,7.0,0.0,5.0,518.0,No,No,Rustic
2965,16.0,16.0,0.0,5.0,235.0,No,No,Rustic
2966,16.79,23.99,30.0,4.921,1334.0,No,No,Rustic
2967,311.11,311.11,0.0,5.0,102.0,Yes,No,Rustic
2968,40.0,40.0,0.0,,,No,No,Rustic
2969,0.72,0.72,0.0,4.9312,1303.0,Yes,No,Rustic
2970,8.33,11.9,30.0,4.9715,2082.0,No,No,Rustic
2971,6.95,6.95,0.0,5.0,3.0,Yes,No,Rustic
2972,12.0,12.0,0.0,5.0,24.0,No,No,Rustic
2973,15.0,15.0,0.0,,,No,No,Rustic
2974,8.99,8.99,0.0,5.0,982.0,Yes,No,Rustic
2975,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2976,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2977,12.25,12.25,0.0,5.0,10.0,No,No,Rustic
2978,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2979,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2980,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2981,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2982,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2983,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2984,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2985,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
2986,13.5,13.5,0.0,5.0,26.0,No,No,Rustic
2987,1.5,1.5,0.0,4.0,7.0,No,No,Rustic
2988,11.87,11.87,0.0,4.9167,148.0,No,No,Rustic
2989,12.27,12.27,0.0,5.0,26.0,No,No,Rustic
2990,26.15,26.15,0.0,4.9167,148.0,No,No,Rustic
2991,5.4,9.0,40.0,4.9577,7189.0,No,No,Rustic
2992,6.11,7.19,15.0,4.9438,8040.0,No,No,Rustic
2993,32.98,32.98,0.0,4.7826,1219.0,Yes,No,Rustic
2994,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2995,32.98,32.98,0.0,4.7826,1219.0,Yes,No,Rustic
2996,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2997,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2998,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
2999,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3000,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3001,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3002,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3003,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3004,10.48,17.46,40.0,5.0,11.0,No,No,Rustic
3005,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3006,15.0,15.0,0.0,5.0,320.0,Yes,No,Rustic
3007,10.48,17.46,40.0,5.0,11.0,No,No,Rustic
3008,10.0,10.0,0.0,5.0,733.0,Yes,No,Rustic
3009,12.97,12.97,0.0,5.0,170.0,No,No,Rustic
3010,10.0,10.0,0.0,5.0,733.0,Yes,No,Rustic
3011,5.25,5.25,0.0,4.9582,1451.0,Yes,No,Rustic
3012,6.5,6.5,0.0,4.7826,1219.0,No,No,Rustic
3013,9.34,9.34,0.0,4.9902,489.0,No,No,Rustic
3014,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3015,5.5,5.5,0.0,,,Yes,No,Rustic
3016,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3017,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3018,6.73,11.21,40.0,4.8997,1516.0,No,No,Rustic
3019,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3020,5.5,5.5,0.0,,,Yes,No,Rustic
3021,15.0,15.0,0.0,5.0,3.0,No,No,Rustic
3022,4.91,4.91,0.0,4.8261,77.0,No,No,Rustic
3023,4.91,4.91,0.0,4.8261,77.0,No,No,Rustic
3024,4.91,4.91,0.0,4.8261,77.0,No,No,Rustic
3025,4.91,4.91,0.0,4.8261,77.0,No,No,Rustic
3026,18.28,18.28,0.0,5.0,33.0,No,No,Rustic
3027,9.99,9.99,0.0,4.8978,4462.0,No,No,Rustic
3028,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3029,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3030,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3031,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3032,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3033,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3034,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3035,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3036,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3037,6.11,7.19,15.0,4.9438,8040.0,No,No,Rustic
3038,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3039,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3040,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3041,72.06,72.06,0.0,5.0,2.0,Yes,No,Rustic
3042,13.11,13.11,0.0,5.0,2.0,No,No,Rustic
3043,9.52,9.52,0.0,5.0,11.0,No,No,Rustic
3044,12.22,17.46,30.0,5.0,11.0,No,No,Rustic
3045,9.52,9.52,0.0,5.0,11.0,No,No,Rustic
3046,11.9,11.9,0.0,,,No,No,Rustic
3047,39.68,39.68,0.0,,,No,No,Rustic
3048,7.94,7.94,0.0,,,No,No,Rustic
3049,5.4,9.0,40.0,4.9577,7189.0,No,No,Rustic
3050,23.81,23.81,0.0,,,No,No,Rustic
3051,4.19,6.99,40.0,4.9577,7189.0,No,No,Rustic
3052,19.99,19.99,0.0,4.9688,189.0,No,No,Rustic
3053,10.0,10.0,0.0,5.0,1.0,Yes,No,Rustic
3054,1.0,1.0,0.0,4.9649,914.0,No,No,Rustic
3055,15.0,15.0,0.0,5.0,1.0,Yes,No,Rustic
3056,2.0,2.0,0.0,,,Yes,No,Rustic
3057,6.99,6.99,0.0,5.0,16.0,No,No,Rustic
3058,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3059,4.7,4.7,0.0,4.9346,920.0,Yes,No,Rustic
3060,10.0,10.0,0.0,5.0,195.0,Yes,No,Rustic
3061,5.0,5.0,0.0,4.8863,10183.0,Yes,No,Rustic
3062,19.5,19.5,0.0,5.0,165.0,Yes,No,Rustic
3063,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
3064,9.99,9.99,0.0,4.75,1263.0,No,No,Rustic
3065,2.81,2.81,0.0,4.8942,242.0,Yes,No,Rustic
3066,20.0,20.0,0.0,4.8671,539.0,Yes,No,Rustic
3067,0.96,1.2,20.0,4.9843,1045.0,No,No,Rustic
3068,0.96,1.2,20.0,4.9843,1045.0,No,No,Rustic
3069,1.28,1.6,20.0,4.9843,1045.0,No,No,Rustic
3070,0.96,1.2,20.0,4.9843,1045.0,No,No,Rustic
3071,5.69,5.69,0.0,4.8854,1401.0,Yes,No,Rustic
3072,4.0,4.0,0.0,4.9706,138.0,Yes,No,Rustic
3073,2.16,2.16,0.0,5.0,11.0,No,No,Rustic
3074,9.52,9.52,0.0,5.0,11.0,No,No,Rustic
3075,10.8,13.5,20.0,4.9091,396.0,No,No,Rustic
3076,79.37,79.37,0.0,5.0,25.0,No,No,Rustic
3077,9.81,12.27,20.0,4.9091,396.0,No,No,Rustic
3078,19.8,19.8,0.0,5.0,117.0,Yes,No,Rustic
3079,2.0,2.0,0.0,,,Yes,No,Rustic
3080,30.0,30.0,0.0,5.0,165.0,Yes,No,Rustic
3081,15.0,15.0,0.0,5.0,165.0,Yes,No,Rustic
3082,2.16,2.16,0.0,5.0,11.0,No,No,Rustic
3083,4.99,4.99,0.0,4.5,456.0,No,No,Rustic
3084,15.0,15.0,0.0,5.0,165.0,Yes,No,Rustic
3085,5.5,5.5,0.0,4.9346,920.0,Yes,No,Rustic
3086,0.96,1.2,20.0,4.9843,1045.0,No,No,Rustic
3087,1.68,2.1,20.0,4.9843,1045.0,No,No,Rustic
3088,1.68,2.1,20.0,4.9843,1045.0,No,No,Rustic
3089,1.68,2.1,20.0,4.9843,1045.0,No,No,Rustic
3090,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3091,20.0,20.0,0.0,5.0,3.0,Yes,No,Rustic
3092,1.68,2.1,20.0,4.9843,1045.0,No,No,Rustic
3093,13.8,23.0,40.0,4.9571,942.0,No,No,Rustic
3094,11.04,12.99,15.0,4.8938,3750.0,No,No,Rustic
3095,29.25,39.0,25.0,5.0,143.0,No,No,Rustic
3096,9.99,9.99,0.0,4.8978,4462.0,No,No,Rustic
3097,3.31,3.31,0.0,5.0,144.0,No,No,Rustic
3098,6.5,6.5,0.0,4.8085,135.0,Yes,No,Rustic
3099,12.27,24.55,50.0,4.9828,145.0,No,No,Rustic
3100,1.78,1.78,0.0,4.3043,28.0,No,No,Rustic
3101,1.44,1.44,0.0,4.8619,2395.0,No,No,Rustic
3102,19.5,19.5,0.0,5.0,165.0,Yes,No,Rustic
3103,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3104,42.0,42.0,0.0,4.9645,852.0,No,No,Rustic
3105,6.21,6.21,0.0,4.9333,121.0,Yes,No,Rustic
3106,5.71,9.52,40.0,5.0,11.0,No,No,Rustic
3107,13.8,23.0,40.0,4.9571,942.0,No,No,Rustic
3108,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3109,19.95,19.95,0.0,4.9918,672.0,Yes,No,Rustic
3110,6.99,9.99,30.0,4.921,1334.0,No,No,Rustic
3111,12.22,17.46,30.0,5.0,11.0,No,No,Rustic
3112,9.52,9.52,0.0,5.0,11.0,No,No,Rustic
3113,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3114,9.22,12.3,25.0,4.9588,700.0,No,No,Rustic
3115,2.16,2.16,0.0,5.0,18.0,No,No,Rustic
3116,24.99,24.99,0.0,4.9944,498.0,No,No,Rustic
3117,2.81,2.81,0.0,4.8942,242.0,Yes,No,Rustic
3118,3.24,3.24,0.0,4.9121,91.0,No,No,Rustic
3119,14.06,20.08,30.0,4.8812,156.0,No,No,Rustic
3120,3.6,3.6,0.0,5.0,18.0,No,No,Rustic
3121,2.16,2.16,0.0,5.0,11.0,No,No,Rustic
3122,2.16,2.16,0.0,5.0,11.0,No,No,Rustic
3123,10.5,14.0,25.0,4.9795,3889.0,Yes,No,Rustic
3124,11.89,13.99,15.0,4.8938,3750.0,No,No,Rustic
3125,16.0,16.0,0.0,4.9846,781.0,Yes,No,Rustic
3126,8.0,8.0,0.0,5.0,71.0,No,No,Rustic
3127,14.25,14.25,0.0,4.6627,166.0,Yes,No,Rustic
3128,2.3,2.3,0.0,4.9649,914.0,No,No,Rustic
3129,2.52,2.52,0.0,4.9241,2470.0,No,No,Rustic
3130,4.32,4.32,0.0,,,No,No,Rustic
3131,30.0,30.0,0.0,4.8751,23896.0,No,No,Rustic
3132,30.0,30.0,0.0,4.8751,23896.0,No,No,Rustic
3133,30.0,30.0,0.0,4.8751,23896.0,No,No,Rustic
3134,10.49,14.99,30.0,4.9444,2012.0,No,No,Rustic
3135,400.0,400.0,0.0,,,Yes,No,Rustic
3136,400.0,400.0,0.0,,,Yes,No,Rustic
3137,99.21,99.21,0.0,4.6637,858.0,No,No,Rustic
3138,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3139,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3140,6.13,6.13,0.0,,,No,No,Rustic
3141,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3142,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3143,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3144,60.0,60.0,0.0,4.9755,1920.0,Yes,No,Rustic
3145,9.0,15.0,40.0,4.9571,942.0,No,No,Rustic
3146,13.8,23.0,40.0,4.9571,942.0,No,No,Rustic
3147,332.28,332.28,0.0,,,Yes,No,Rustic
3148,2.2,2.2,0.0,2.9481,115.0,No,No,Rustic
3149,1.15,1.15,0.0,4.8619,2395.0,No,No,Rustic
3150,16.11,23.02,30.0,4.9715,2082.0,No,No,Rustic
3151,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
3152,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
3153,12.0,12.0,0.0,,,No,No,Rustic
3154,50.0,50.0,0.0,5.0,269.0,Yes,No,Rustic
3155,3.0,3.0,0.0,,,Yes,No,Rustic
3156,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3157,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3158,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3159,2.02,2.02,0.0,4.962,215.0,No,No,Rustic
3160,16.99,16.99,0.0,4.8978,4462.0,No,No,Rustic
3161,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
3162,8.0,8.0,0.0,4.9612,1619.0,No,No,Rustic
3163,4.29,4.29,0.0,,,No,No,Rustic
3164,20.24,26.98,25.0,4.9588,700.0,No,No,Rustic
3165,7.0,7.0,0.0,4.7826,1219.0,No,No,Rustic
3166,60.0,60.0,0.0,4.9755,1920.0,Yes,No,Rustic
3167,0.72,0.72,0.0,4.9312,1303.0,Yes,No,Rustic
3168,5.0,5.0,0.0,5.0,2.0,Yes,No,Rustic
3169,11.53,11.53,0.0,5.0,46.0,Yes,No,Rustic
3170,16.0,16.0,0.0,4.9846,781.0,Yes,No,Rustic
3171,18.5,18.5,0.0,4.4585,1150.0,Yes,No,Rustic
3172,4.8,4.8,0.0,4.9506,1943.0,Yes,No,Rustic
3173,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Rustic
3174,18.5,18.5,0.0,4.4585,1150.0,Yes,No,Rustic
3175,12.71,14.95,15.0,5.0,12.0,No,No,Rustic
3176,3.6,3.6,0.0,5.0,32.0,No,No,Rustic
3177,18.0,36.0,50.0,4.84,275.0,Yes,No,Rustic
3178,18.0,36.0,50.0,4.84,275.0,Yes,No,Rustic
3179,18.0,36.0,50.0,4.84,275.0,Yes,No,Rustic
3180,22.95,22.95,0.0,5.0,727.0,Yes,No,Rustic
3181,30.67,30.67,0.0,4.963,117.0,Yes,No,Rustic
3182,18.0,36.0,50.0,4.84,275.0,Yes,No,Rustic
3183,7.95,7.95,0.0,4.9219,768.0,No,No,Rustic
3184,6.49,6.49,0.0,4.9302,345.0,Yes,No,Rustic
3185,19.99,19.99,0.0,4.85,138.0,No,No,Rustic
3186,8.33,11.9,30.0,4.9715,2082.0,No,No,Rustic
3187,6.11,8.73,30.0,4.9715,2082.0,No,No,Rustic
3188,7.44,9.92,25.0,4.9588,700.0,No,No,Rustic
3189,13.5,15.0,10.0,4.9741,1550.0,No,No,Rustic
3190,2.5,2.5,0.0,5.0,3.0,Yes,No,Rustic
3191,40.0,40.0,0.0,4.9529,1333.0,Yes,No,Rustic
3192,40.0,40.0,0.0,4.9529,1333.0,Yes,No,Rustic
3193,40.0,40.0,0.0,4.9529,1333.0,Yes,No,Rustic
3194,36.64,45.8,20.0,4.9788,4345.0,Yes,No,Rustic
3195,607.0,607.0,0.0,5.0,20.0,Yes,No,Rustic
3196,2.5,2.5,0.0,5.0,82.0,No,No,Rustic
3197,6.49,6.49,0.0,4.9841,252.0,No,No,Rustic
3198,45.03,45.03,0.0,5.0,6.0,Yes,No,Rustic
3199,51.53,51.53,0.0,5.0,6.0,Yes,No,Rustic
3200,4.0,4.0,0.0,4.9167,121.0,No,No,Rustic
3201,43.8,43.8,0.0,5.0,6.0,Yes,No,Rustic
3202,12.99,12.99,0.0,4.8696,2249.0,No,No,Rustic
3203,16.99,16.99,0.0,4.8978,4462.0,No,No,Rustic
3204,2.4,2.4,0.0,2.9481,115.0,Yes,No,Rustic
3205,21.12,26.4,20.0,4.9788,4345.0,Yes,No,Rustic
3206,9.0,9.0,0.0,4.9308,368.0,Yes,No,Rustic
3207,12.99,12.99,0.0,4.8571,186.0,No,No,Rustic
3208,2.5,2.5,0.0,5.0,82.0,No,No,Rustic
3209,8.74,10.28,15.0,4.9492,1095.0,No,No,Rustic
3210,1.22,1.75,30.0,4.9316,253.0,No,No,Rustic
3211,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3212,14.0,14.0,0.0,4.9649,914.0,No,No,Rustic
3213,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3214,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3215,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3216,48.0,60.0,20.0,4.9557,1713.0,Yes,No,Rustic
3217,6.11,7.19,15.0,4.9438,8040.0,No,No,Rustic
3218,5.04,5.04,0.0,5.0,1.0,No,No,Rustic
3219,3.59,3.59,0.0,5.0,1.0,No,No,Rustic
3220,2.7,2.7,0.0,2.9481,115.0,Yes,No,Rustic
3221,6.99,6.99,0.0,5.0,16.0,No,No,Rustic
3222,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3223,6.99,6.99,0.0,5.0,16.0,No,No,Rustic
3224,3.0,3.0,0.0,4.9737,87.0,No,No,Rustic
3225,7.64,8.99,15.0,4.8938,3750.0,No,No,Rustic
3226,1.51,2.52,40.0,4.9071,2609.0,Yes,No,Rustic
3227,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Rustic
3228,8.75,8.75,0.0,4.7826,1219.0,No,No,Rustic
3229,2.16,2.16,0.0,5.0,87.0,No,No,Rustic
3230,25.0,25.0,0.0,5.0,74.0,Yes,No,Rustic
3231,9.81,9.81,0.0,4.918,137.0,Yes,No,Rustic
3232,11.9,11.9,0.0,4.918,603.0,No,No,Rustic
3233,6.79,9.05,25.0,4.7333,15.0,No,No,Rustic
3234,12.25,12.25,0.0,5.0,25.0,No,No,Rustic
3235,12.25,12.25,0.0,5.0,25.0,No,No,Rustic
3236,12.25,12.25,0.0,5.0,25.0,No,No,Rustic
3237,12.25,12.25,0.0,5.0,25.0,No,No,Rustic
3238,3.9,3.9,0.0,,,Yes,No,Rustic
3239,5.4,5.4,0.0,,,Yes,No,Rustic
3240,2.02,2.02,0.0,4.962,215.0,No,No,Rustic
3241,2.02,2.02,0.0,4.962,215.0,No,No,Rustic
3242,178.34,178.34,0.0,5.0,3.0,Yes,No,Rustic
3243,178.34,178.34,0.0,5.0,3.0,Yes,No,Rustic
3244,18.5,18.5,0.0,4.4585,1150.0,Yes,No,Rustic
3245,19.84,19.84,0.0,4.9553,1223.0,No,No,Rustic
3246,8.0,8.0,0.0,5.0,71.0,No,No,Rustic
3247,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3248,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3249,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3250,22.62,30.16,25.0,4.9588,700.0,No,No,Rustic
3251,27.78,27.78,0.0,5.0,104.0,No,No,Rustic
3252,25.0,25.0,0.0,4.9243,2362.0,Yes,No,Rustic
3253,1.45,2.9,50.0,4.9859,3973.0,No,No,Rustic
3254,2.09,2.09,0.0,4.9444,90.0,Yes,No,Rustic
3255,10.0,10.0,0.0,,,No,No,Rustic
3256,25.0,25.0,0.0,,,No,No,Rustic
3257,0.49,0.49,0.0,4.8,121.0,No,No,Rustic
3258,9.99,9.99,0.0,4.8978,4462.0,No,No,Rustic
3259,0.49,0.49,0.0,4.8,121.0,No,No,Rustic
3260,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3261,18.5,18.5,0.0,4.9612,103.0,No,No,Rustic
3262,5.99,9.99,40.0,4.9298,1220.0,No,No,Rustic
3263,15.0,15.0,0.0,5.0,37.0,Yes,No,Rustic
3264,9.79,13.99,30.0,4.9444,2012.0,No,No,Rustic
3265,1.25,1.25,0.0,4.4733,150.0,No,No,Rustic
3266,5.56,5.56,0.0,5.0,10.0,Yes,No,Rustic
3267,45.0,45.0,0.0,4.9645,852.0,Yes,No,Rustic
3268,6.99,9.99,30.0,4.921,1334.0,No,No,Rustic
3269,0.72,0.72,0.0,4.9312,1303.0,Yes,No,Rustic
3270,40.0,40.0,0.0,5.0,408.0,Yes,No,Rustic
3271,12.95,12.95,0.0,5.0,17.0,No,No,Rustic
3272,11.99,19.99,40.0,4.9779,3295.0,No,No,Rustic
3273,7.19,7.19,0.0,4.9624,302.0,No,No,Rustic
3274,4.95,4.95,0.0,5.0,2.0,No,No,Rustic
3275,4.91,4.91,0.0,4.8261,77.0,No,No,Rustic
3276,10.22,10.22,0.0,5.0,113.0,Yes,No,Rustic
3277,11.9,11.9,0.0,4.918,603.0,No,No,Rustic
3278,14.0,14.0,0.0,4.9421,1025.0,Yes,No,Rustic
3279,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Rustic
3280,0.72,0.72,0.0,4.9312,1303.0,Yes,No,Rustic
3281,1.0,1.0,0.0,4.9649,914.0,No,No,Rustic
3282,19.83,19.83,0.0,4.9714,165.0,No,No,Rustic
3283,2.92,2.92,0.0,4.8483,405.0,No,No,Rustic
3284,67.5,75.0,10.0,4.9545,953.0,Yes,No,Rustic
3285,15.0,15.0,0.0,4.4444,49.0,No,No,Rustic
3286,5.0,5.0,0.0,4.9346,920.0,Yes,No,Rustic
3287,75.0,75.0,0.0,4.9231,293.0,Yes,No,Rustic
3288,8.57,8.57,0.0,4.9333,121.0,Yes,No,Rustic
3289,15.0,15.0,0.0,4.9755,1920.0,Yes,No,Rustic
3290,12.0,12.0,0.0,4.93,3037.0,No,No,Rustic
3291,20.0,20.0,0.0,4.9351,1968.0,Yes,No,Rustic
3292,20.77,20.77,0.0,5.0,29.0,No,No,Rustic
